originating_name,target_name,reaction_count,message,name,description,link
ano,idnes,158,Tak tohle je oproti našim končinám úplné sci-fi.,VIDEO: Japonci během pouhých sedmi dnů opravili kráter v centru Fukuoky - iDNES.cz,,http://zpravy.idnes.cz/japonsko-fukuoka-propad-ulice-krater-oprava-fmn-/zahranicni.aspx?c=A161115_081644_zahranicni_jan
ano,dvtv,155,Sledujete živý přenos z Oslav v podhradí. Sdílejte a pozvěte i svoje přátele ke sledování přenosu.,Oslavy vzniku Československa na Staroměstském náměstí v Praze,,https://www.facebook.com/DVTV.cz/videos/1765062810409384/
ano,idnes,147,Oproti běžnému stavu českých silnic už asi není jízda po kolejích velkou změnou...,"Seniorka považovala trať za špatnou silnici, minula i zastávku s lidmi - iDNES.cz",,http://ostrava.idnes.cz/opakovana-situace-v-ostrave-ridicka-uvizla-v-kolejisti-pik-/ostrava-zpravy.aspx?c=A161118_151746_ostrava-zpravy_woj
ano,dvtv,143,"Hradčanské náměstí - Dalajláma v Praze. Děkujeme, že nás sledujete a sdílíte.",VÍTÁNÍ DALAILAMY V PRAZE,,https://www.facebook.com/DVTV.cz/videos/1759675300948135/
ano,kdu,138,,Jan Farský,"Tohle je hloupé. 

EET je samo o sobě dost kontroverzní. Osobně nevěřím, že se rozpočtu vyplatí, možná stoupne výběr daní, ale už od mnoha lidí vím, že s podnikáním prostě skončí - důchod je blízko, nebo půjdou radši na pracák. Rozpočtově nula od nuly pojde, nedůvěra v lidi a likvidace aktivních napáchá obrovské škody. Stát má předně nejprve efektivně nakládat s tím, s čím už dnes hospodaří. Pak hledat miliardy, milióny, tisíce. Začít honbou po halířích je nesmyslné. 

A když k tomu ještě přistoupí tak, že nové povinnosti platí pro všechny, ale pro stát ne, je už to jen další z příkladů arogance moci, který se současnou vládní politikou rozmáhá. 

Nevím jestli je to pravicové nebo levicové, ale určitě je minimálně slušné chovat se tak, jak vyžaduji od ostatních. Pokud se stát staví do role nadřízeného a z občana dělá prostého poddaného, je to cesta do pekel. 

Kolegové s ANO, ČSSD, KDU-ČSL, EET se vám nepovedlo. A tohle tomu nasazuje korunu.",https://www.novinky.cz/domaci/419152-statni-stat-neosidi-bufety-a-jidelny-v-parlamentu-se-eet-vyhnou.html
ano,svobodny forum,135,"Herečce Báře Štěpánové přišla po jejím zcenzurovaném vystoupení v Show Jana Krause velmi zvláštní textová zpráva podepsaná ministrem financí Andrejem Babišem. Svobodnému fóru popsala, jak všechno probíhalo, i co ji trápí na současném dění v České republice.","Bára Štěpánová: Nejde jen o ohavného prezidenta, ale i o Babiše a o naši svobodu","Herečka, signatářka Charty 77 a spoluzakladatelka někdejší Společnosti za veselejší současnost Bára Štěpánová zmínila jako jediná v původně zcenzurované Show Jana Krause i to, že „bylo kdysi takové heslo: Republiku si rozvracet nedáme. Tak prosím pěkně: Naši zemi si ukrást nedáme. Ani tím monstrem n...",http://svobodneforum.cz/bara-stepanova-nejde-jen-o-ohavneho-prezidenta-ale-i-o-babise-a-o-nasi-svobodu/
ano,svobodny forum,135,"Skvělý úspěch: Rozhovor s Bárou Štěpánovou má za 24 hodin už 100 tisíc zobrazení. Je to proto, že se Bára nebojí a říká věci přímo.","Bára Štěpánová: Nejde jen o ohavného prezidenta, ale i o Babiše a o naši svobodu","Herečka, signatářka Charty 77 a spoluzakladatelka někdejší Společnosti za veselejší současnost Bára Štěpánová zmínila jako jediná v původně zcenzurované Show Jana Krause i to, že „bylo kdysi takové heslo: Republiku si rozvracet nedáme. Tak prosím pěkně: Naši zemi si ukrást nedáme. Ani tím monstrem n...",http://svobodneforum.cz/bara-stepanova-nejde-jen-o-ohavneho-prezidenta-ale-i-o-babise-a-o-nasi-svobodu/
ano,svobodny forum,135,"Jeden z nejčtenějších rozhovorů na Svobodném fóru. Nejen o tom, jak Báru Štěpánovou pozval na večeři Andrej Babiš.","Bára Štěpánová: Nejde jen o ohavného prezidenta, ale i o Babiše a o naši svobodu","Herečka, signatářka Charty 77 a spoluzakladatelka někdejší Společnosti za veselejší současnost Bára Štěpánová zmínila jako jediná v původně zcenzurované Show Jana Krause i to, že „bylo kdysi takové heslo: Republiku si rozvracet nedáme. Tak prosím pěkně: Naši zemi si ukrást nedáme. Ani tím monstrem n...",http://svobodneforum.cz/bara-stepanova-nejde-jen-o-ohavneho-prezidenta-ale-i-o-babise-a-o-nasi-svobodu/
ano,rudy kurvy,104,Souhlasíte s touto výzvou?,"Filip chce, aby Herman rezignoval. Tvrdí, že lže a škodí Česku","Jiří Brady nedostal 28. října na Pražském hradě státní vyznamenání. Podle předsedy největší opoziční strany KSČM Vojtěcha Filipa je zřejmé, že ministr kultury Daniel Herman (KDU-ČSL) lhal, když tvrdil, že Brady vyznamenání dostat měl a Hrad ho na poslední chvíli vyškrtl. Filip proto vyzval Hermana k...",http://www.ceskatelevize.cz/ct24/domaci/1946158-filip-chce-aby-herman-rezignoval-tvrdi-ze-lze-a-skodi-cesku
ano,cssd,103,"„My tady nemáme žádnou silnou muslimskou komunitu. Popravdě řečeno si ani nepřejeme, aby se tady nějaká silná muslimská komunita vytvořila.“ Bohuslav Sobotka",B. Sobotka: Nechceme tady mít silnou muslimskou komunitu,"S německou kancléřkou Angelou Merkelovou hodlá premiér Bohuslav Sobotka (ČSSD) ve čtvrtek v Praze projednat svůj návrh na zřízení evropské armády. V rozhovoru pro Právo řekl, že nechce, aby se v Česku vytvořila silná muslimská ...",https://www.cssd.cz/media/cssd-v-mediich/sobotka-nechceme-tady-mit-silnou-muslimskou-komunitu/
ano,echo,98,"""Pan Herman se zřejmě snažil nějakým způsobem podpořit vyznamenání pro svého strýce, pan prezident se snažil zabránit schůzce ministra Hermana s dalajlamou. Každý po tom druhém něco chtěl a vzájemně se zklamali. Z toho pak vyplynuly ty hořkosti,"" říká v rozhovoru pro Týdeník Echo premiér.",Sobotka: Organizátoři na Staroměstském náměstí zneužili naštvanosti lidí - Echo24.cz,"Tři týdny po krajských volbách, které pro vládní ČSSD znamenají vyklízení pozic, přišel tento týden šok. Dva průzkumy (STEM a CVVM), v nichž sociální demokracie začala výrazně ztrácet na koaliční ANO Andreje Babiše, v obou případech o patnáct procent. Mezitím se udála řada dalších věcí: návštěva dal...",http://echo24.cz/a/w5jnV/sobotka-organizatori-na-staromestskem-namesti-zneuzili-nastvanosti-lidi
ano,dvtv,97,"moderátor: Martin Veselovský  
host: Jiří Ovčáček
Více není potřeba dodávat. Rozhovor zde: https://goo.gl/jqRUlG

A když nás podpoříte v anketě Křišťálová lupa, tak se zlobit nebudeme. Hlasujte pro DVTV: http://kristalova.lupa.cz/hlasovani/",Rozhovor s Jiřím Ovčáčkem,,https://www.facebook.com/DVTV.cz/videos/1767081956874136/
ano,novinky,95,A je to. Donald Trump se stal 45. prezidentem USA.,"Miliardář Trump je prezidentem, nezastavila ho ani Clintonová","Realitní magnát Donald Trump se stal 45. prezidentem Spojených států. Favorizovanou Hillary Clintonovou porazil establishmentu a elitám navzdory díky tvrdošíjné kampani, v níž frustrovaným voličům sliboval změnu a obnovu prosperující a silné Ameriky.",https://www.novinky.cz/zahranicni/amerika/420112-miliardar-trump-je-prezidentem-nezastavila-ho-ani-clintonova.html
ano,parlace,91,"Havlovi pohrobci s pěnou u huby. „Zuřil a křičel a bradu si slinou třísnil,“ citoval nám Ringo Čech z pověsti","Donald Trump, to je velké vítězství. Vyser se na to, Bartoško, vzkazuje Ringo Čech. Rusy všichni provokují, teď to bude jinak","ROZHOVOR „Horáček je statečnej! Líbí se mi, že chce být prezidentem! Ať to zkusí! Já bych mu ale vzkázal: Horáčku, začal jsi trochu brzo. Ono to do voleb ale trochu vychladne... Že byl ve vazbě, tak to přece neznamená, že byl opravdu zavřenej a že něco provedl,“ říká v rozhovoru ParlamentníchListů.c...",http://www.parlamentnilisty.cz/arena/rozhovory/Donald-Trump-to-je-velke-vitezstvi-Vyser-se-na-to-Bartosko-vzkazuje-Ringo-Cech-Rusy-vsichni-provokuji-ted-to-bude-jinak-461860
ano,CT24,91,"Zásoby lithia, levná a kvalifikovaná pracovní síla nebo strategická pozice ve středu Evropy. Česko je pro Elona Muska ideální destinací.",Česko je v hledáčku Tesly Motors pro stavbu megatovárny na výrobu baterií a elektromobilů, ,http://www.ceskatelevize.cz/ct24/ekonomika/1959802-cesko-je-v-hledacku-tesly-motors-pro-stavbu-megatovarny-na-vyrobu-baterii-a
ano,IvCRN,91,"- zruším všechny protiústavní exekutivní dekrety, memoranda a příkazy vydané prezidentem Obamou.

- zruším všechny federální dotace pro města v US a Kanadě, která poskytují asyl nelegálním imigrantům bez dokumentů 

- zahájím deportace více než dvou milionů kriminálních ilegálních imigrantů, zastavím vydávání vstupních víz pro země jejich původu, které je odmítnou přijmout.

- omezím imigraci z regionů spojených s terorismem, ve kterých nelze potenciální imigranty bezpečně prověřit. Všechny prověřovací procesy v zemích těchto regionů budou prováděny v režimu extrémního prověřování.

http://www.samizdat2016.cz/2016/11/kompletni-trumpuv-prezidentsky-plan-pro-prvnich-100-dni-funkce/",Kompletní Trumpův prezidentský plán pro prvních 100 dní funkce – Samizdat 2016,"Kompletní Trumpův prezidentský plán pro prvních 100 dní funkce Podle Trumpova projevu přeložil Tommáš Haas Co bude následovat, je můj 100-denní akční plán, začít práce na obnovu Ameriky. Je to smlouva mezi mnou a americkými voliči – a začíná s obnovou poctivosti, odpovědnosti a změn ve Washingtonu. ...",http://www.samizdat2016.cz/2016/11/kompletni-trumpuv-prezidentsky-plan-pro-prvnich-100-dni-funkce/
ano,parlace,87,"Pozor, pozor, hovoří Karel Gott",Karel Gott pro PL: Donald J. Trump vrací lidem naději. Jako se to povedlo Reaganovi,"Donald Trump Američanům svým zvolením vrací naději, že lze proměnit americký sen ve skutečnost, říká ParlamentnímListům.cz několikanásobný Český slavík Karel Gott ve spojitosti s cestou amerického miliardáře do Oválné pracovny Bílého domu.",http://www.parlamentnilisty.cz/arena/monitor/Karel-Gott-pro-PL-Donald-J-Trump-vraci-lidem-nadeji-Jako-se-to-povedlo-Reaganovi-462151
ano,parlace,87,"Trump drtivě vede. A je tu strašný, strašný výsměch České televizi. Ať to tam radši nečtou","Trump drtivě vede. A je tu strašný, strašný výsměch České televizi. Ať to tam radši nečtou",Prezidentské volby ve Spojených státech přilákaly i v noci k sociálním sítím šéfredaktora MF Dnes Jaroslava Plesla či bývalého radního pro rozhlasové a televizní vysílání Petra Štěpánka.,http://www.parlamentnilisty.cz/arena/monitor/Trump-drtive-vede-A-je-tu-strasny-strasny-vysmech-Ceske-televizi-At-to-tam-radsi-nectou-461931
ano,parlace,84,"Jarek Nohavica: Nenechme si vzít, co jsme zdědili od pradědů, dědů a otců","Jarek Nohavica: Nenechme si vzít, co jsme zdědili od pradědů, dědů a otců",O písni „Arab mi šahá na babu“ mimo jiné pohovořil reportér Tomáš Poláček s jejím autorem Jarkem Nohavicou. Ochutnávku rozhovoru z nového čísla Reportér Magazínu zveřejnil na svém facebookovém profilu.,http://www.parlamentnilisty.cz/arena/monitor/Jarek-Nohavica-Nenechme-si-vzit-co-jsme-zdedili-od-pradedu-dedu-a-otcu-461792
ano,parlace,83,"Odhad výhry z dílny The New York Times z minulého týdne. Špičková, analytická práce...",Timeline Photos,,https://www.facebook.com/parlamentnilisty.cz/photos/a.536242706420626.1073741827.135144949863739/1284867791558110/?type=3
ano,eurozpravy,82,Byli byste pro?,"Komunisté chtějí znovu zavést paragraf příživnictví, má trestat zneužívání dávek | EuroZprávy.cz",Praha - KSČM chce opět navrhnout zákon o nepromlčitelnosti trestných činů z privatizace a podle předsedy strany Vojtěcha Filipa by se mělo do trestní řádu vrátit příživnictví.,http://domaci.eurozpravy.cz/politika/171722-komuniste-chteji-znovu-zavest-paragraf-prizivnictvi-ma-trestat-zneuzivani-davek/
ano,kdu,81,,Jiří Pospíšil,"Sleduji právě výsledky druhého kola senátních voleb. Mám radost z úspěchu dvou kandidátů TOP 09 - Jiří Růžička na Praze 6 a Tomáš Czernin v Jičíně. Oba dva znám, považuji je za velmi zajímavé osobnosti a jsem přesvědčen, že v Senátu odvedou dobrou práci. Obecně jsem rád, že uspělo vítězné KDU-ČSL a také Starostové a nezávislí, a že tyto dvě strany společně porazily hnutí ANO. S poslanci KDU a STAN sedím v Evropském parlamentu v jedné frakci a spolupráce s nimi je vynikající. Je vidět, že jak křesťanští demokraté, tak STAN se na senátní volby dobře připravili a co je hlavně důležité, vybrali výrazné osobnosti za své kandidáty, díky čemuž uspěli. U nás v Plzeňském kraji mě potěšilo vítězství Václav Chaloupek, kterého jsem před druhým kolem podpořil. Věřím, že bude úspěšným senátorem, který bude pomáhat nejen občanům, ale také zvířatům, jimž se po celý svůj profesní život věnuje.",https://www.facebook.com/judr.jiri.pospisil/posts/1084907061630849
ano,IvCRN,79,"Mluvčí Muslimského bratrstva - což je taková nadnárodní teroristická internacionála - označil Trumpovo vítězství za POHROMU pro islámský a muslimský svět.

U mě dobrý ... 

Komentář: M. Konvička

https://www.jihadwatch.org/2016/11/muslim-brotherhood-trump-victory-a-disaster",Muslim Brotherhood: Trump victory a “disaster”,Merkel warns Trump: Cooperation only if he upholds,https://www.jihadwatch.org/2016/11/muslim-brotherhood-trump-victory-a-disaster
ano,usvit,77,"Alena Vitásková - Senát 2016: Ti, co pomáhali vytunelovat OKD, sedí ve vládě a nikdo je nestíhá. Současná Sobotkova vláda je spojena i s ekonomicko-politickou mafií, která vydělává například na obnovitelných zdrojích energie. Vyvlastnění majetku Zdeňka Bakaly je jedinou možností, jak krádež OKD alespoň částečně napravit. 

Za zásadní považuji, aby byl výnos z dražby vyvlastněného majetku převeden na účet Moravskoslezského kraje a následně především na účty občanů na Ostravsku, kteří kvůli Bakalovi přišli o střechu nad hlavou a mnozí také o práci",Vitásková připravila zákon o vyvlastnění majetku miliardáře Bakaly,"Ostravská kandidátka Úsvitu - Národní koalice do Senátu Alena Vitásková chce oslovit voliče návrhem zákona na vyvlastnění majetku miliardáře Zdeňka Bakaly, bývalého spolumajitele černouhelné OKD. Předseda strany Miroslav Lidinský v úterý řekl, že speciální zákon má dovolit vyvlastnit a později vydra...",https://www.novinky.cz/ekonomika/414511-vitaskova-pripravila-zakon-o-vyvlastneni-majetku-miliardare-bakaly.html
ano,parlace,74,"""Já jako studentka vysoké školy nemůžu souhlasit s tím, že nějací samozvaní mluvčí studentů v Praze mluví za všechny vysokoškolské studenty. Za mě rozhodně nemluví a bylo by dobré, aby tito studenti ve svých projevech jasně vždy sdělili, že mluví jen za sebe a za svoji určitou skupinu.""","Naštvaná vysokoškolačka: Samozvaní mluvčí studentů na Albertově. Za mě rozhodně nemluvili! ""Pražská kavárna"" rozeštvává společnost. Kdyby byla u moci, snad by i postavila koncentrační tábory pro ty s jiným názorem","ROZHOVOR „Někteří studenti usilují o zachování současného systému vládnoucích elit a stranických oligarchií, kde se běžný občan nemůže domoci spravedlnosti ani demokracie.“ Tak vnímá manifest studentů k 17. listopadu vysokoškolačka a nejmladší zastupitelka za SPD Tereza Hyťhová, která nemá pocit, že...",http://www.parlamentnilisty.cz/arena/rozhovory/Nastvana-vysokoskolacka-Samozvani-mluvci-studentu-na-Albertove-Za-me-rozhodne-nemluvili-Prazska-kavarna-rozestvava-spolecnost-Kdyby-byla-u-moci-snad-by-i-postavila-koncentracni-tabory-pro-ty-s-jinym-nazorem-4
ano,eurozpravy,74,Rakousku došla trpělivost. Měla by se Česká republika zachovat stejně?,Rakousko se vzepřelo Evropě. Vyhlásí výjimečný stav a zavře hranice | EuroZprávy.cz,"Vídeň - Rakouská vláda plánuje vyhlásit výjimečný stav a uzavřít hranice před migranty. Podle deníku Der Standard jsou přílivem uprchlíků ohroženy bezpečnost, pořádek, ale i školství a zdravotnictví.",http://zahranicni.eurozpravy.cz/eu/167682-rakousko-se-vzeprelo-evrope-vyhlasi-vyjimecny-stav-a-zavre-hranice/
ano,aktualne.cz,73,Toto sleduje uživatel Miroslav Kalousek.,"Babiš míří k nejlepšímu výsledku rozpočtu v historii Česka, přebytek stoupl na téměř sto miliard","Od roku 1996 hospodaří stát nepřetržitě se schodkem, letos navzdory plánu skončí v plusu.",http://zpravy.aktualne.cz/ekonomika/babis-miri-k-nejlepsimu-vysledku-rozpoctu-v-historii-ceska-p/r~fcbf47fea03311e6af6e002590604f2e/
ano,ods,70,"Petr Fiala: ""Máme tady politický systém, který je narušován - teď už je třeba říci - silným populistickým hnutím, které je v levicové vládě a občas vystupuje s pravicovými myšlenkami, a je tu silná levice. To znamená, že je třeba, abychom oživili a rehabilitovali českou pravici. Jak ta spolupráce bude vypadat, o tom se bavme.""","Spolupracujme všechny strany od středu doprava, vybízí šéf ODS Fiala - iDNES.cz","Vzápětí po krajských a senátních volbách přichází šéf opoziční ODS Petr Fiala s novou iniciativou směrem k ostatním nesocialistickým stranám. „Spolupracujme v nějaké formě všechny středy od středu doprava,“ řekl Fiala v rozhovoru pro iDNES.cz. Kdyby k tomu byla ochota, musí se dobře spočítat, zda by...",http://zpravy.idnes.cz/spolupracujme-vsechny-strany-od-stredu-doprava-vybizi-sef-ods-fiala-1i5-/domaci.aspx?c=A161020_161506_domaci_kop
ano,parlace,69,"Zeman před plným náměstím: Pohrdám pražskou kavárnou a řeknu vám proč. Ruml, lžidoktor Kalvoda – ti všichni šli z politiky s ostudou a teď budou svědomím národa?","Zeman před plným náměstím: Pohrdám pražskou kavárnou a řeknu vám proč. Ruml, lžidoktor Kalvoda – ti všichni šli z politiky s ostudou a teď budou svědomím národa?",S občany města Orlová se při návštěvě Moravskoslezského kraje sešel prezident Miloš Zeman. Mimo jiné hovořil o nezaměstnanosti i o sociálních dávkách. A svůj prostor dostali i občané.,http://www.parlamentnilisty.cz/arena/monitor/Zeman-pred-plnym-namestim-Pohrdam-prazskou-kavarnou-a-reknu-vam-proc-Ruml-lzidoktor-Kalvoda-ti-vsichni-sli-z-politiky-s-ostudou-a-ted-budou-svedomim-naroda-461066
ano,dvtv,68,"""V životě jsem už ztratil víc, ale nečekal jsem, že něco takového bude v demokratické zemi možné,"" říká Jiří Brady, který měl dostat vyznamenání od prezidenta republiky. Podívejte se na první exkluzivní rozhovor a napište nám, jak by se ústavní činitelé měli ke kauze postavit. A budeme rádi, když rozhovor budete sdílet.","Brady: ""Vyznamenání od Zemana už nechci. Hořkost necítím, ale je smutné, co se v Česku děje.""","Nečekal jsem, že něco takového bude v demokratické zemi možné, říká Jiří Brady, který měl dostat vyznamenání od prezidenta republiky.",http://video.aktualne.cz/dvtv/brady-volali-mi-ze-vyznamenani-dostanu-at-si-hrad-rika-co-ch/r~bf2341de99da11e6a16a0025900fea04/
ano,IvCRN,66,,Náboženský extrémismus,,https://www.facebook.com/NabExt/photos/a.388559446039.209252.375660436039/10155487473111040/?type=3
ano,eurozpravy,66,Nohavica zpívá v nové písni o situaci v České republice. Jak se vám jeho hodnocení líbí?,"U parlamentu spousta dementů, a uvnitř ještě víc... Nohavica představil píseň o poměrech v zemi, vulgaritami nešetří + VIDEO | EuroZprávy.cz","Praha/Londýn – Písničkář Jaromír Nohavica svou písní o tom, jak mu „Arab šahá na bábu“ vyvolal pořádný poprask. Jeho fanoušci začali spekulovat, zda jde o hodně ostrou satiru, či zda se zpěvák rozhodl svézt na protiuprchlické vlně. Novou písní může vyvolat neméně silné emoce. Zabývá se totiž aktuáln...",http://domaci.eurozpravy.cz/spolecnost/172743-u-parlamentu-spousta-dementu-a-uvnitr-jeste-vic-nohavica-predstavil-pisen-o-pomerech-v-zemi-vulgaritami-nesetri-video/
ano,eurozpravy,66,"Vypadni, nebo ti rozbijeme hubu... Dopiješ to pivo a vypadneš pryč, do týhle hospody už nepáchneš, tady pro tebe není místo, hrozili hosté hospody Hollanovi a Stropnickému","Stropnického a Hollana napadli kvůli uprchlíkům. Vypadněte, křičela hospoda | EuroZprávy.cz","Brno - Brněnského zastupitele Matěje Hollana a předsedu Zelených Matěje Stropnického včera v Brně vyhodili z hospody. Podle Hollana jim vyhrožoval násilím známý advokát Richard Špíšek, který například obhajoval Kevina Dahlgrena. Ten to odmítá a všechno svádí na kamaráda, se kterým byl na pivu.",http://domaci.eurozpravy.cz/zivot/167417-stropnickeho-a-hollana-napadli-kvuli-uprchlikum-vypadnete-kricela-hospoda/
ano,IvCRN,64,"Dnes v noci vyhrál drtivě prezidentské volby v Bulharsku generál ve výslužbě a bývalý velitel vzdušných sil Rumen Radev, který vyzval ke zrušení podpory islámské imigrace a k ukončení sankcí proti Rusku. Bulhaři se cítí ohroženi kvůli vyhlášce Ministerstva vnitra č.208 na podporu a financování usídlení migrantských rodin v Bulharsku. Po svém úspěchu v 1. kole Radev prohlásil, že zrušení této vyhlášky bude první věc,kterou jako prezident udělá.

Bulhaři si vybrali dobře. Představte si jak by vypadali, kdyby vyhrála probruselská Cecka Cačeva... 

Mimochodem, ""proruský"" je nálepka, kterou na prezidenta přilípl aktivistický pisálek Novinek. Sám generál uvádí, že ke členství v NATO není alternativa a zdůrazňoval, že studoval v USA. Tvrdí jen, že chce bulharskou cestou. Odmítal ale sankce na Rusko a říkal: „Neměli bychom se dívat na Rusko jako nepřítele.” 

Za zpravodajství z Bulharska děkujeme Iljana Nikolova

https://www.novinky.cz/zahranicni/evropa/420552-bulharsko-se-odvraci-od-promigrantskeho-bruselu-prezidentem-bude-general.html","Bulharsko se odvrací od promigrantského Bruselu, prezidentem bude generál","Proruský kandidát Rumen Radev bude novým bulharským prezidentem. Po sečtení drtivé většiny okrsků z nedělních voleb porazil vládní proevropskou kandidátku Cecku Cačevovou rozdílem více než 20 procentních bodů, informovala v pondělí agentura Reuters. Konzervativní premiér Bojko Borisov před volbami t...",https://www.novinky.cz/zahranicni/evropa/420552-bulharsko-se-odvraci-od-promigrantskeho-bruselu-prezidentem-bude-general.html
ano,dvtv,63,"Michal Horáček bude v roce 2018 kandidovat na prezidenta. Teď bude hledat dobrovolníky, kteří mu s kampaní pomůžou. A musí taky sehnat 50 tisíc podpisů občanů. Myslíte, že má šanci porazit Miloše Zemana? Nebo myslíte, že se objeví nějaký další kandidát? Kdo by to měl být podle vás?",Horáček bude kandidovat na prezidenta. Má šanci porazit Miloše Zemana? A proč chce být prezidentem?,"Není jisté, že Zeman půjde znovu do voleb, vyžaduje to totiž velkou osobní statečnost. Kdyby prohrál, tak hodně ztratí, tvrdí textař Michal Horáček.",http://video.aktualne.cz/dvtv/horacek-potvrdil-kandidaturu-na-prezidenta-svuj-zamer-to-ude/r~68d5f20896f211e6af6e002590604f2e/
ano,idnes,62,Šumavské Rysí hlídky Hnutí Duha hlásí cenný úlovek.,"Fotopast v jižní části Pošumaví zachytila vlka, zřejmě jde o samotáře - iDNES.cz",,http://budejovice.idnes.cz/fotopast-v-jizni-casti-sumavy-zachytila-vlka-fa1-/budejovice-zpravy.aspx?c=A161114_162512_budejovice-zpravy_khr
ano,svobodni,62,"Europoslanec za Svobodné: „Turecký prezident Erdogan má zcela jiné představy o právu a demokracii, než máme my. Turecko neleží v Evropě a nepatří do EU, a já proto vyzývám Evropskou radu, aby okamžitě ukončila jednání s Tureckem o členství v EU!“",Petr Mach: Turecko nepatří do EU,,https://www.facebook.com/svobodni/videos/10154546497474704/
ano,Tydenikpolicie,61,"Toto je policista z OOP Brandýs nad Labem, který s nasazením vlastního života zachránil z hořícího domu v Brandýse nad Labem člověka.

http://tydenikpolicie.cz/novodobi-hrdinove/policista-v-brandyse-nad-labem-vytahl-z-horiciho-domu-s-nasazenim-vlastniho-zivota-cloveka/

Klobouk dolů a děkujeme!! (y)",Timeline Photos,,https://www.facebook.com/tydenikpolicie/photos/a.485962404766498.123338.482885755074163/1473720829323979/?type=3
ano,top09,58,"Karel Schwarzenberg: „Zdá se, že čím dál víc lidí teď cítí, že je zase čas přihlásit k idealům listopadu '89 a cítí ohrožení svobody a demokracie naší republiky. Děkuji všem, kteří demonstrují právě za svobodu a demokracii.“

17. listopad se neslavil jen v Praze. Byli jsme na desítkách shromáždění a vzpomínkových akcí. Potkali jsme se? Podívejte se.",Uctění památky 17. listopadu,,https://www.facebook.com/top09cz/photos/a.10154732352112162.1073741904.90002267161/10154735431907162/?type=3
ano,cssd,58,"Navzdory kritice mnohých si stojíme si za tím, že rizika migrační vlny není možné podceňovat. Nelze zavírat oči a myslet si, že teror, jehož jsme nyní v Evropě svědky, s migrací nesouvisí. 
Co vše děláme pro vaše bezpečí? Klikněte zde: http://bit.ly/2aS1QlZ",Česko posílí ostrahu hranic s Německem. Chovanec chce chránit i takzvané měkké cíle,"Česko posílí ostrahu hranice s Německem, uvedl to ministr vnitra Milan Chovanec z ČSSD. Podle něj existuje obava, že by se neúspěšní žadatelé o azyl v Německu mohli pokusit odejít do okolních zemí. V souvislosti s děním v Evropě chce zároveň uspíšit přípravy plánu na ochranu takzvaných měkkých cílů....",http://www.rozhlas.cz/zpravy/politika/_zprava/cesko-posili-ostrahu-hranic-s-nemeckem-chovanec-chce-chranit-i-takzvane-mekke-cile--1636347
BPI,IvCRN,413,"- zruším všechny protiústavní exekutivní dekrety, memoranda a příkazy vydané prezidentem Obamou.

- zruším všechny federální dotace pro města v US a Kanadě, která poskytují asyl nelegálním imigrantům bez dokumentů 

- zahájím deportace více než dvou milionů kriminálních ilegálních imigrantů, zastavím vydávání vstupních víz pro země jejich původu, které je odmítnou přijmout.

- omezím imigraci z regionů spojených s terorismem, ve kterých nelze potenciální imigranty bezpečně prověřit. Všechny prověřovací procesy v zemích těchto regionů budou prováděny v režimu extrémního prověřování.

http://www.samizdat2016.cz/2016/11/kompletni-trumpuv-prezidentsky-plan-pro-prvnich-100-dni-funkce/",Kompletní Trumpův prezidentský plán pro prvních 100 dní funkce – Samizdat 2016,"Kompletní Trumpův prezidentský plán pro prvních 100 dní funkce Podle Trumpova projevu přeložil Tommáš Haas Co bude následovat, je můj 100-denní akční plán, začít práce na obnovu Ameriky. Je to smlouva mezi mnou a americkými voliči – a začíná s obnovou poctivosti, odpovědnosti a změn ve Washingtonu. ...",http://www.samizdat2016.cz/2016/11/kompletni-trumpuv-prezidentsky-plan-pro-prvnich-100-dni-funkce/
BPI,IvCRN,390,"Dnes v noci vyhrál drtivě prezidentské volby v Bulharsku generál ve výslužbě a bývalý velitel vzdušných sil Rumen Radev, který vyzval ke zrušení podpory islámské imigrace a k ukončení sankcí proti Rusku. Bulhaři se cítí ohroženi kvůli vyhlášce Ministerstva vnitra č.208 na podporu a financování usídlení migrantských rodin v Bulharsku. Po svém úspěchu v 1. kole Radev prohlásil, že zrušení této vyhlášky bude první věc,kterou jako prezident udělá.

Bulhaři si vybrali dobře. Představte si jak by vypadali, kdyby vyhrála probruselská Cecka Cačeva... 

Mimochodem, ""proruský"" je nálepka, kterou na prezidenta přilípl aktivistický pisálek Novinek. Sám generál uvádí, že ke členství v NATO není alternativa a zdůrazňoval, že studoval v USA. Tvrdí jen, že chce bulharskou cestou. Odmítal ale sankce na Rusko a říkal: „Neměli bychom se dívat na Rusko jako nepřítele.” 

Za zpravodajství z Bulharska děkujeme Iljana Nikolova

https://www.novinky.cz/zahranicni/evropa/420552-bulharsko-se-odvraci-od-promigrantskeho-bruselu-prezidentem-bude-general.html","Bulharsko se odvrací od promigrantského Bruselu, prezidentem bude generál","Proruský kandidát Rumen Radev bude novým bulharským prezidentem. Po sečtení drtivé většiny okrsků z nedělních voleb porazil vládní proevropskou kandidátku Cecku Cačevovou rozdílem více než 20 procentních bodů, informovala v pondělí agentura Reuters. Konzervativní premiér Bojko Borisov před volbami t...",https://www.novinky.cz/zahranicni/evropa/420552-bulharsko-se-odvraci-od-promigrantskeho-bruselu-prezidentem-bude-general.html
